,Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,expend,sample
1883,2022,2,1,1,36,2,1,5,1,2,561.400,3929.800,926310.081,1
1884,2022,2,1,1,36,2,1,6,1,4,609.519,47542.464,1333627.055,1
1885,2022,2,1,1,36,2,1,9,0,4,561.400,25263.002,715223.662,1
1886,2022,2,1,1,36,4,1,1,1,2,3464.638,27059.464,1234357.018,6
1887,2022,2,1,1,36,4,1,1,1,3,1170.919,19199.864,417039.392,2
1888,2022,2,1,1,36,4,1,1,1,4,1170.919,40228.284,402603.777,2
1889,2022,2,1,1,36,4,1,1,2,2,5135.396,32668.404,1284931.467,5
1890,2022,2,1,1,36,4,1,1,2,3,1170.919,22343.695,202969.748,2
1891,2022,2,1,1,36,4,1,2,1,1,1170.919,2903.238,445109.394,2
1892,2022,2,1,1,36,4,1,2,1,2,4568.773,37777.096,992334.68,8
1893,2022,2,1,1,36,4,1,2,1,3,2882.762,50930.063,1694813.491,4
1894,2022,2,1,1,36,4,1,2,1,4,2208.270,130812.010,1917753.439,3
1895,2022,2,1,1,36,4,1,2,2,1,2293.719,6881.157,624019.785,4
1896,2022,2,1,1,36,4,1,2,2,2,12024.466,85307.581,8460200.408,20
1897,2022,2,1,1,36,4,1,2,2,3,3756.683,63466.334,1407771.668,5
1898,2022,2,1,1,36,4,1,2,2,4,2169.737,91819.078,2340091.285,4
1899,2022,2,1,1,36,4,1,2,2,5,458.437,50428.073,873322.533,1
1900,2022,2,1,1,36,4,1,3,1,1,9715.841,26805.684,2743641.672,14
1901,2022,2,1,1,36,4,1,3,1,2,19155.048,154580.100,6515629.433,30
1902,2022,2,1,1,36,4,1,3,1,3,14801.573,250934.930,11351976.715,22
1903,2022,2,1,1,36,4,1,3,1,4,2542.235,81319.661,1441486.658,3
1904,2022,2,1,1,36,4,1,3,1,5,1646.870,289101.092,4989351.782,2
1905,2022,2,1,1,36,4,1,3,2,1,5590.319,10905.573,1172427.814,9
1906,2022,2,1,1,36,4,1,3,2,2,19751.111,153292.746,5371459.354,26
1907,2022,2,1,1,36,4,1,3,2,3,8434.132,158005.726,4624820.482,12
1908,2022,2,1,1,36,4,1,3,2,4,2142.637,86396.849,882479.593,4
1909,2022,2,1,1,36,4,1,3,2,5,561.400,72420.606,2807000.245,1
1910,2022,2,1,1,36,4,1,3,2,6,561.400,106104.609,561400.049,1
1911,2022,2,1,1,36,4,1,4,0,4,609.519,18895.082,654013.634,1
1912,2022,2,1,1,36,4,1,4,1,1,4580.712,10181.262,1207474.601,8
1913,2022,2,1,1,36,4,1,4,1,2,21135.172,141535.657,7353352.991,33
1914,2022,2,1,1,36,4,1,4,1,3,13394.889,252249.034,8438269.53,18
1915,2022,2,1,1,36,4,1,4,1,4,2834.644,109173.735,2394240.49,4
1916,2022,2,1,1,36,4,1,4,2,1,3276.226,8657.759,678921.923,5
1917,2022,2,1,1,36,4,1,4,2,2,7819.744,52035.997,2211950.452,10
1918,2022,2,1,1,36,4,1,4,2,3,2989.652,47854.075,1151105.01,5
1919,2022,2,1,1,36,4,1,4,2,4,1122.800,51648.805,1266518.511,2
1920,2022,2,1,1,36,4,1,5,0,2,561.400,6175.401,242524.821,1
1921,2022,2,1,1,36,4,1,5,1,0,561.400,0.000,28070.002,1
1922,2022,2,1,1,36,4,1,5,1,1,4813.357,12611.514,1173014.771,6
1923,2022,2,1,1,36,4,1,5,1,2,6347.400,45419.100,1690303.386,10
1924,2022,2,1,1,36,4,1,5,1,3,4976.737,85269.534,3527421.909,9
1925,2022,2,1,1,36,4,1,5,2,1,1436.235,3871.288,2639276.086,3
1926,2022,2,1,1,36,4,1,5,2,2,5144.981,26647.858,1007825.808,6
1927,2022,2,1,1,36,4,1,5,2,3,4084.726,69013.550,1695390.845,5
1928,2022,2,1,1,36,4,1,6,1,1,458.437,1375.311,137531.108,1
1929,2022,2,1,1,36,4,1,6,1,2,3313.556,23756.292,1133037.851,6
1930,2022,2,1,1,36,4,1,6,1,5,458.437,51344.947,217757.587,1
1931,2022,2,1,1,36,4,1,6,2,2,1780.438,16120.176,695413.423,3
1932,2022,2,1,1,36,4,1,6,2,3,561.400,10105.201,701750.061,1
1933,2022,2,1,1,36,4,1,7,1,2,609.519,2438.075,304759.382,1
1934,2022,2,1,1,36,4,1,7,2,3,561.400,13473.601,470453.241,1
1935,2022,2,1,1,36,4,1,9,1,2,458.437,3667.496,148533.596,1
1936,2022,2,1,1,36,4,1,9,1,3,561.400,11789.401,280700.025,1
1937,2022,2,1,1,36,4,1,9,9,3,1085.470,15196.581,586153.84,1
1938,2022,2,1,1,36,4,2,2,2,2,609.519,6095.188,241369.43,1
1939,2022,2,1,1,36,4,2,3,2,2,1085.470,7598.291,643683.754,1
1940,2022,2,1,1,36,4,2,4,1,2,2125.833,14880.832,46768.328,1
1941,2022,2,1,1,36,4,2,4,1,3,1102.325,15432.545,1186101.325,1
1942,2022,2,1,1,36,4,2,5,1,2,609.519,5485.669,623537.695,1
1943,2022,2,1,1,36,4,2,5,2,2,647.814,5830.327,233213.08,1
1944,2022,2,1,1,36,4,2,7,1,1,1900.764,5702.291,482793.992,1
1945,2022,2,1,1,36,5,1,1,1,3,561.400,9543.801,374453.833,1
1946,2022,2,1,1,36,5,1,1,2,3,609.519,9142.781,71313.695,1
1947,2022,2,1,1,36,5,1,2,1,1,561.400,1684.200,202665.418,1
1948,2022,2,1,1,36,5,1,2,1,3,561.400,11789.401,994800.887,1
1949,2022,2,1,1,36,5,1,2,2,1,609.519,1219.038,165179.585,1
1950,2022,2,1,1,36,5,1,2,2,4,561.400,17403.402,1307500.714,1
1951,2022,2,1,1,36,5,1,3,1,1,1684.200,3368.400,140350.012,3
1952,2022,2,1,1,36,5,1,3,1,2,1122.800,4491.200,1122800.098,2
1953,2022,2,1,1,36,5,1,3,1,3,1122.800,20771.802,1891918.165,2
1954,2022,2,1,1,36,5,1,3,1,6,561.400,120701.011,8827454.371,1
1955,2022,2,1,1,36,5,1,3,2,0,561.400,0.000,280700.025,1
1956,2022,2,1,1,36,5,1,3,2,1,561.400,1684.200,168420.015,1
1957,2022,2,1,1,36,5,1,3,2,2,2714.822,16942.510,1676905.918,3
1958,2022,2,1,1,36,5,1,3,2,3,1732.319,38255.371,2345814.642,3
1959,2022,2,1,1,36,5,1,3,2,4,1663.725,46584.292,2495587.051,2
1960,2022,2,1,1,36,5,1,3,2,5,609.519,56685.245,609518.764,1
1961,2022,2,1,1,36,5,1,4,0,2,561.400,5614.000,497400.443,1
1962,2022,2,1,1,36,5,1,4,1,1,1170.919,2951.356,372175.687,2
1963,2022,2,1,1,36,5,1,4,1,2,2341.838,16344.745,2078700.887,4
1964,2022,2,1,1,36,5,1,4,2,1,609.519,609.519,30475.938,1
1965,2022,2,1,1,36,5,1,4,2,2,1732.319,8709.713,851000.727,3
1966,2022,2,1,1,36,5,1,5,1,1,1122.800,2245.600,270033.424,2
1967,2022,2,1,1,36,5,1,5,1,2,561.400,4491.200,364910.032,1
1968,2022,2,1,1,36,5,1,5,1,3,609.519,8533.263,304759.382,1
1969,2022,2,1,1,36,5,1,5,2,1,561.400,1122.800,112280.01,1
1970,2022,2,1,1,36,5,1,5,2,2,1122.800,7859.601,982450.086,2
1971,2022,2,1,1,36,5,1,5,2,4,561.400,38736.603,2860894.65,1
1972,2022,2,1,1,36,5,1,6,1,1,1170.919,2903.238,614299.624,2
1973,2022,2,1,1,36,5,1,6,1,2,609.519,4876.150,60951.876,1
1974,2022,2,1,1,36,5,1,6,1,4,561.400,33684.003,842100.074,1
1975,2022,2,1,1,36,5,1,6,2,2,561.400,3929.800,561400.049,1
1976,2022,2,1,1,36,5,1,9,1,1,561.400,1684.200,202665.418,1
1977,2022,2,1,1,36,5,2,3,1,2,561.400,5614.000,430032.438,1
1978,2022,2,1,1,37,2,1,4,1,2,1497.607,16473.674,22687243.75,1
1979,2022,2,1,1,37,4,1,3,1,3,870.016,23490.445,533320.105,1
1980,2022,2,1,1,37,4,1,4,2,4,870.016,53071.006,2785792.783,1
1981,2022,2,1,1,38,1,1,1,1,1,728.596,2185.787,218578.66,1
1982,2022,2,1,1,38,1,1,1,1,2,16926.614,126811.280,6679820.495,17
1983,2022,2,1,1,38,1,1,1,2,2,21584.585,138192.508,12247728.755,20
1984,2022,2,1,1,38,1,1,2,1,1,6098.193,17469.390,2958324.724,6
1985,2022,2,1,1,38,1,1,2,1,2,73203.510,416110.848,37962051.777,59
1986,2022,2,1,1,38,1,1,2,1,3,4007.496,62274.975,3238221.532,3
1987,2022,2,1,1,38,1,1,2,2,1,33940.268,96319.245,13014868.484,22
1988,2022,2,1,1,38,1,1,2,2,2,108276.607,629847.137,53979929.861,77
1989,2022,2,1,1,38,1,1,2,2,4,825.189,25580.865,1118131.345,1
1990,2022,2,1,1,38,1,1,3,1,1,62364.192,160599.084,22111448.316,53
1991,2022,2,1,1,38,1,1,3,1,2,144225.561,904972.774,88474636.49,131
1992,2022,2,1,1,38,1,1,3,1,3,8510.248,127386.563,9193853.854,4
1993,2022,2,1,1,38,1,1,3,2,1,46984.350,131105.220,15261135.378,34
1994,2022,2,1,1,38,1,1,3,2,2,126231.916,750209.979,88331338.658,97
1995,2022,2,1,1,38,1,1,3,2,3,10797.581,172538.917,14695455.185,8
1996,2022,2,1,1,38,1,1,4,0,2,1097.988,7685.917,812511.272,1
1997,2022,2,1,1,38,1,1,4,1,1,36213.127,97410.770,14546146.487,25
1998,2022,2,1,1,38,1,1,4,1,2,178055.391,1148603.024,141739599.386,129
1999,2022,2,1,1,38,1,1,4,1,3,13346.614,217197.037,10084417.251,11
2000,2022,2,1,1,38,1,1,4,1,4,1660.465,65127.077,4258533.985,2
2001,2022,2,1,1,38,1,1,4,2,1,24829.508,72097.587,8484965.32,22
2002,2022,2,1,1,38,1,1,4,2,2,117852.380,796223.693,63366509.569,99
2003,2022,2,1,1,38,1,1,4,2,3,9069.724,144387.583,10691313.762,9
2004,2022,2,1,1,38,1,1,5,1,1,25294.011,61632.158,7901262.926,17
2005,2022,2,1,1,38,1,1,5,1,2,155070.763,1014389.167,124473079.963,125
2006,2022,2,1,1,38,1,1,5,1,3,10453.783,197914.275,14205832.413,7
2007,2022,2,1,1,38,1,1,5,2,1,18297.420,53321.784,5647766.004,15
2008,2022,2,1,1,38,1,1,5,2,2,109573.722,697017.304,76893325.356,98
2009,2022,2,1,1,38,1,1,5,2,3,6853.634,125159.307,6484836.51,6
2010,2022,2,1,1,38,1,1,5,2,4,3042.056,115055.410,3004328.387,3
2011,2022,2,1,1,38,1,1,6,1,1,17733.211,38678.653,4469046.861,12
2012,2022,2,1,1,38,1,1,6,1,2,166884.392,1148195.903,98021511.345,133
2013,2022,2,1,1,38,1,1,6,1,3,26376.132,409190.324,34053045.189,24
2014,2022,2,1,1,38,1,1,6,1,4,5241.541,231974.298,7965320.197,6
2015,2022,2,1,1,38,1,1,6,1,5,1085.470,98777.777,13025640.892,1
2016,2022,2,1,1,38,1,1,6,2,1,7861.867,23585.600,1969787.257,5
2017,2022,2,1,1,38,1,1,6,2,2,129869.886,878187.611,78842751.154,113
2018,2022,2,1,1,38,1,1,6,2,3,17618.638,275087.645,13824984.85,15
2019,2022,2,1,1,38,1,1,6,2,4,9196.263,329556.576,9937765.429,5
2020,2022,2,1,1,38,1,1,6,9,2,668.490,7353.385,590944.749,1
2021,2022,2,1,1,38,1,1,7,1,1,7782.053,23346.160,2689332.223,4
2022,2022,2,1,1,38,1,1,7,1,2,147596.653,1099099.191,93447973.954,104
2023,2022,2,1,1,38,1,1,7,1,3,30922.183,521450.878,25140003.158,28
2024,2022,2,1,1,38,1,1,7,1,4,12191.601,469645.861,13246027.468,11
2025,2022,2,1,1,38,1,1,7,2,1,4701.484,14104.452,995458.943,4
2026,2022,2,1,1,38,1,1,7,2,2,104546.656,779721.399,59075879.744,91
2027,2022,2,1,1,38,1,1,7,2,3,47040.565,781514.920,40968456.661,34
2028,2022,2,1,1,38,1,1,7,2,4,21901.860,828118.249,22194556.557,18
2029,2022,2,1,1,38,1,1,7,2,5,1078.172,104582.692,1078172.084,1
2030,2022,2,1,1,38,1,1,9,0,2,2178.049,21483.693,1791465.989,2
2031,2022,2,1,1,38,1,1,9,1,1,6145.731,14315.647,1812682.403,3
2032,2022,2,1,1,38,1,1,9,1,2,13423.977,92826.499,9701712.232,8
2033,2022,2,1,1,38,1,1,9,1,3,445.448,9354.398,722070.471,1
2034,2022,2,1,1,38,1,1,9,2,1,1565.749,3131.497,433712.363,1
2035,2022,2,1,1,38,1,1,9,2,2,5219.533,26097.667,2507055.217,2
2036,2022,2,1,1,38,1,1,9,9,2,3471.217,28300.989,2474374.475,3
2037,2022,2,1,1,38,1,2,1,1,1,4659.026,13151.888,2058227.632,5
2038,2022,2,1,1,38,1,2,1,1,2,22943.775,149140.765,13240252.431,21
2039,2022,2,1,1,38,1,2,1,2,1,1650.378,3300.757,571030.916,2
2040,2022,2,1,1,38,1,2,1,2,2,21693.757,159113.010,10976355.249,18
2041,2022,2,1,1,38,1,2,2,1,1,7997.928,22908.313,3248098.829,6
2042,2022,2,1,1,38,1,2,2,1,2,61414.488,395769.528,41552746.746,44
2043,2022,2,1,1,38,1,2,2,1,3,647.814,9069.398,743690.599,1
2044,2022,2,1,1,38,1,2,2,2,1,11983.692,34099.041,6423394.975,10
2045,2022,2,1,1,38,1,2,2,2,2,61558.635,391108.268,32463311.074,46
2046,2022,2,1,1,38,1,2,2,2,3,3085.014,45546.621,3432331.181,2
2047,2022,2,1,1,38,1,2,3,1,1,15007.537,42253.701,5643989.712,14
2048,2022,2,1,1,38,1,2,3,1,2,126923.244,875474.795,83404813.677,102
2049,2022,2,1,1,38,1,2,3,1,3,2754.085,38557.190,5823770.703,3
2050,2022,2,1,1,38,1,2,3,2,1,13990.589,41971.768,5310951.563,12
2051,2022,2,1,1,38,1,2,3,2,2,156652.029,1022371.002,86632376.665,118
2052,2022,2,1,1,38,1,2,3,2,3,4346.107,60845.496,1635627.832,4
2053,2022,2,1,1,38,1,2,4,1,1,8407.140,25221.421,4176488.83,7
2054,2022,2,1,1,38,1,2,4,1,2,130661.531,920333.203,73712330.115,108
2055,2022,2,1,1,38,1,2,4,1,3,9206.417,141175.066,9216694.506,5
2056,2022,2,1,1,38,1,2,4,2,1,11665.497,34996.492,4873329.695,10
2057,2022,2,1,1,38,1,2,4,2,2,144111.825,979670.475,85952253.758,112
2058,2022,2,1,1,38,1,2,4,2,3,7938.618,117267.374,6254202.67,9
2059,2022,2,1,1,38,1,2,5,1,1,11388.252,34164.757,5458922.293,6
2060,2022,2,1,1,38,1,2,5,1,2,128004.241,878468.463,110685588.672,99
2061,2022,2,1,1,38,1,2,5,1,3,7872.730,113289.528,10143526.251,6
2062,2022,2,1,1,38,1,2,5,2,1,10767.048,28539.420,3853017.813,7
2063,2022,2,1,1,38,1,2,5,2,2,112965.689,786437.180,69667397.533,87
2064,2022,2,1,1,38,1,2,5,2,3,6968.975,97565.652,11788863.979,7
2065,2022,2,1,1,38,1,2,6,1,1,9090.735,27272.205,5657034.38,6
2066,2022,2,1,1,38,1,2,6,1,2,149009.320,1106907.081,110140160.99,123
2067,2022,2,1,1,38,1,2,6,1,3,12706.623,178630.701,17015425.65,10
2068,2022,2,1,1,38,1,2,6,1,4,1085.470,30393.162,1845299.126,1
2069,2022,2,1,1,38,1,2,6,2,1,4162.397,12487.191,1897730.875,3
2070,2022,2,1,1,38,1,2,6,2,2,146455.143,1036188.674,88472212.043,125
2071,2022,2,1,1,38,1,2,6,2,3,13703.169,196379.070,18663847.713,9
2072,2022,2,1,1,38,1,2,6,2,4,1900.764,53221.385,2856847.914,1
2073,2022,2,1,1,38,1,2,7,1,2,175294.759,1425712.964,149716618.978,127
2074,2022,2,1,1,38,1,2,7,1,3,25032.832,350459.647,23369392.216,21
2075,2022,2,1,1,38,1,2,7,1,4,1126.927,31553.944,1695204.031,2
2076,2022,2,1,1,38,1,2,7,2,1,1852.323,5556.970,859055.55,2
2077,2022,2,1,1,38,1,2,7,2,2,143469.183,1142437.822,106016776.237,117
2078,2022,2,1,1,38,1,2,7,2,3,27640.097,397537.169,30319962.135,18
2079,2022,2,1,1,38,1,2,9,1,1,1085.470,2170.940,290905.98,1
2080,2022,2,1,1,38,1,2,9,1,2,5746.771,40227.394,3865847.352,5
2081,2022,2,1,1,38,2,1,2,1,2,4121.545,20607.726,2472927.109,1
2082,2022,2,1,1,38,2,1,2,2,1,2009.781,4998.155,824950.543,2
2083,2022,2,1,1,38,2,1,3,1,0,1031.188,0.000,77339.113,1
2084,2022,2,1,1,38,2,1,3,1,1,2197.509,5507.057,662865.685,2
2085,2022,2,1,1,38,2,1,3,1,2,7793.246,36340.053,5579976.264,6
2086,2022,2,1,1,38,2,1,3,2,1,5233.584,15700.753,884421.092,2
2087,2022,2,1,1,38,2,1,3,2,2,3203.445,19000.902,2200685.446,3
2088,2022,2,1,1,38,2,1,4,1,1,9236.014,20480.698,6339817.66,9
2089,2022,2,1,1,38,2,1,4,1,2,6619.558,37781.566,7200469.631,7
2090,2022,2,1,1,38,2,1,4,1,3,1031.188,14436.635,515594.09,1
2091,2022,2,1,1,38,2,1,4,2,0,528.268,0.000,24300.309,1
2092,2022,2,1,1,38,2,1,4,2,1,6000.960,16420.715,5320696.275,5
2093,2022,2,1,1,38,2,1,4,2,2,2154.916,11713.229,2103185.462,2
2094,2022,2,1,1,38,2,1,5,1,1,15557.551,32997.579,6114605.715,11
2095,2022,2,1,1,38,2,1,5,1,2,11374.588,45498.350,4881490.954,4
2096,2022,2,1,1,38,2,1,5,1,3,528.268,10565.352,1367684.801,1
2097,2022,2,1,1,38,2,1,5,1,4,542.735,18995.726,541106.832,1
2098,2022,2,1,1,38,2,1,5,2,1,6552.503,12607.240,3077773.53,4
2099,2022,2,1,1,38,2,1,5,2,3,2356.419,37702.702,1413851.327,1
2100,2022,2,1,1,38,2,1,6,1,1,1699.678,3036.657,1050385.718,2
2101,2022,2,1,1,38,2,1,6,2,1,1971.813,4884.250,683834.167,2
2102,2022,2,1,1,38,2,1,6,2,2,3985.120,19652.754,4053331.646,2
2103,2022,2,1,1,38,2,1,7,1,1,1068.892,2137.783,355940.916,1
2104,2022,2,1,1,38,2,1,9,2,1,1779.259,5337.776,1085347.837,1
2105,2022,2,1,1,38,2,1,9,2,2,528.268,3697.873,643958.197,1
2106,2022,2,1,1,38,2,2,3,1,1,4121.545,12364.636,0.0,1
2107,2022,2,1,1,38,2,2,3,2,2,1434.483,8606.900,1530593.72,1
2108,2022,2,1,1,38,2,2,4,1,1,7266.023,15453.981,2649941.708,5
2109,2022,2,1,1,38,2,2,4,1,2,1903.084,7612.336,1493657.46,2
2110,2022,2,1,1,38,2,2,4,2,2,3335.012,20409.304,927132.026,2
2111,2022,2,1,1,38,2,2,5,1,1,1112.039,1112.039,192382.759,1
2112,2022,2,1,1,38,2,2,7,1,1,542.735,1628.205,331068.373,1
2113,2022,2,1,1,38,3,1,2,2,4,1031.188,83526.243,5155940.896,1
2114,2022,2,1,1,38,3,1,2,2,5,1031.188,157771.791,3093564.538,1
2115,2022,2,1,1,38,3,1,3,1,4,1031.188,31966.834,1546782.269,1
2116,2022,2,1,1,38,4,1,1,1,2,1733.284,6933.137,254651.976,2
2117,2022,2,1,1,38,4,1,1,2,1,791.045,2373.135,205671.676,1
2118,2022,2,1,1,38,4,1,1,2,2,1068.892,5344.458,103682.489,1
2119,2022,2,1,1,38,4,1,2,1,1,5343.729,14617.335,688474.529,5
2120,2022,2,1,1,38,4,1,2,1,2,6122.756,49316.203,1148053.096,6
2121,2022,2,1,1,38,4,1,2,2,1,1413.851,2827.703,59381.756,1
2122,2022,2,1,1,38,4,1,2,2,2,15795.592,80937.796,3884711.971,10
2123,2022,2,1,1,38,4,1,2,2,3,4480.980,86502.282,555691.319,3
2124,2022,2,1,1,38,4,1,2,2,4,5722.527,184981.774,1827236.663,3
2125,2022,2,1,1,38,4,1,3,1,1,19871.433,51921.860,1868280.809,10
2126,2022,2,1,1,38,4,1,3,1,2,24163.424,152766.996,6064388.315,20
2127,2022,2,1,1,38,4,1,3,1,3,5133.342,89662.974,5944576.094,5
2128,2022,2,1,1,38,4,1,3,1,4,587.993,18815.777,293996.515,1
2129,2022,2,1,1,38,4,1,3,1,6,2356.419,664510.124,4712837.757,1
2130,2022,2,1,1,38,4,1,3,2,1,4698.604,11582.994,1316362.14,5
2131,2022,2,1,1,38,4,1,3,2,2,41828.085,278989.854,10814924.212,31
2132,2022,2,1,1,38,4,1,3,2,3,1858.841,42174.161,1002280.141,2
2133,2022,2,1,1,38,4,1,3,2,4,1123.728,44949.114,561863.926,1
2134,2022,2,1,1,38,4,1,4,1,1,10039.744,27328.961,2153107.793,8
2135,2022,2,1,1,38,4,1,4,1,2,24888.429,155526.128,5791845.591,15
2136,2022,2,1,1,38,4,1,4,1,3,1068.892,21377.833,0.0,1
2137,2022,2,1,1,38,4,1,4,1,4,2248.411,65111.862,1510772.618,2
2138,2022,2,1,1,38,4,1,4,2,1,2206.875,6620.625,776185.52,3
2139,2022,2,1,1,38,4,1,4,2,2,18976.946,123519.112,3136387.467,14
2140,2022,2,1,1,38,4,1,4,2,3,1565.749,25051.978,469724.581,1
2141,2022,2,1,1,38,4,1,4,2,4,6140.992,213852.672,4074883.162,3
2142,2022,2,1,1,38,4,1,4,2,6,940.625,192828.052,5262794.872,1
2143,2022,2,1,1,38,4,1,5,1,1,3775.609,8169.060,709205.527,3
2144,2022,2,1,1,38,4,1,5,1,2,18311.614,122194.522,6693120.824,15
2145,2022,2,1,1,38,4,1,5,1,3,3378.912,47304.773,1793940.483,2
2146,2022,2,1,1,38,4,1,5,2,1,6408.514,19225.542,1190680.061,5
2147,2022,2,1,1,38,4,1,5,2,2,19163.569,129613.578,7806451.801,18
2148,2022,2,1,1,38,4,1,5,2,3,2303.731,35383.737,1188271.876,2
2149,2022,2,1,1,38,4,1,6,1,1,1481.629,2963.258,115567.043,1
2150,2022,2,1,1,38,4,1,6,1,2,10591.930,65693.524,7522618.44,9
2151,2022,2,1,1,38,4,1,6,1,3,2350.090,63452.430,1316050.399,1
2152,2022,2,1,1,38,4,1,6,1,4,1085.470,32564.102,2170940.149,1
2153,2022,2,1,1,38,4,1,6,2,1,6477.964,19433.892,871787.471,2
2154,2022,2,1,1,38,4,1,6,2,2,37000.862,251681.714,14708525.204,25
2155,2022,2,1,1,38,4,1,6,2,3,3760.084,55029.197,1420810.277,3
2156,2022,2,1,1,38,4,1,6,2,4,6046.292,278836.108,7266716.749,2
2157,2022,2,1,1,38,4,1,7,1,2,15647.903,112413.116,6540289.211,11
2158,2022,2,1,1,38,4,1,7,1,3,4052.281,56731.927,1969752.51,3
2159,2022,2,1,1,38,4,1,7,1,5,1103.008,100373.704,2514857.631,1
2160,2022,2,1,1,38,4,1,7,2,1,2350.090,7050.270,352513.5,1
2161,2022,2,1,1,38,4,1,7,2,2,32506.688,285194.015,9199835.765,24
2162,2022,2,1,1,38,4,1,7,2,3,2694.129,38829.843,1278243.534,3
2163,2022,2,1,1,38,4,1,7,2,4,4850.141,182184.026,3631624.561,2
2164,2022,2,1,1,38,4,1,9,0,2,1031.188,9280.694,399069.825,1
2165,2022,2,1,1,38,4,2,1,2,2,1097.988,5489.941,641225.112,1
2166,2022,2,1,1,38,4,2,2,2,1,2280.918,6842.755,72989.384,1
2167,2022,2,1,1,38,4,2,3,2,3,3071.308,52212.234,1415872.922,1
2168,2022,2,1,1,38,4,2,4,1,2,1852.036,12964.252,807487.676,1
2169,2022,2,1,1,38,4,2,4,2,1,3071.308,9213.924,675687.729,1
2170,2022,2,1,1,38,4,2,5,1,1,1852.036,5556.108,340774.615,1
2171,2022,2,1,1,38,4,2,5,1,2,647.814,4534.699,680852.631,1
2172,2022,2,1,1,38,4,2,5,1,3,1900.764,45618.330,1446481.213,1
2173,2022,2,1,1,38,4,2,5,2,1,1085.470,2170.940,46675.213,1
2174,2022,2,1,1,38,4,2,6,1,1,728.596,2185.787,45901.519,1
2175,2022,2,1,1,38,4,2,6,2,2,922.482,11992.263,499985.099,1
2176,2022,2,1,1,38,4,2,6,2,4,1068.892,32066.749,3828769.849,1
2177,2022,2,1,1,38,4,2,7,1,2,1628.205,10854.701,1347611.097,2
2178,2022,2,1,1,38,4,2,7,2,1,1123.728,3371.184,201147.285,1
2179,2022,2,1,1,38,4,2,7,2,2,1771.497,12199.934,1047422.828,2
2180,2022,2,1,1,38,5,1,1,2,2,1797.487,11561.522,814732.174,2
2181,2022,2,1,1,38,5,1,2,1,2,10092.594,48167.776,7495494.685,7
2182,2022,2,1,1,38,5,1,2,2,3,4121.545,86552.449,2885081.627,1
2183,2022,2,1,1,38,5,1,3,1,1,7328.894,9485.238,1561256.907,4
2184,2022,2,1,1,38,5,1,3,1,2,5526.305,27841.865,4244542.412,4
2185,2022,2,1,1,38,5,1,3,2,2,4149.519,20302.150,2837510.864,3
2186,2022,2,1,1,38,5,1,4,1,1,9260.951,17368.823,1652022.976,5
2187,2022,2,1,1,38,5,1,4,1,2,647.814,2591.256,297994.491,1
2188,2022,2,1,1,38,5,1,4,2,1,1031.188,2062.376,258828.233,1
2189,2022,2,1,1,38,5,1,4,2,2,1031.188,6187.129,1649901.087,1
2190,2022,2,1,1,38,5,1,5,1,2,4782.244,20207.148,1224555.161,3
2191,2022,2,1,1,38,5,1,5,1,3,1847.180,40637.957,1293025.892,1
2192,2022,2,1,1,38,5,1,6,1,1,4121.545,8243.090,6182317.773,1
2193,2022,2,1,1,38,5,1,6,1,2,12464.891,61402.018,9274615.401,8
2194,2022,2,1,1,38,5,1,6,2,2,528.268,2641.338,439518.638,1
2195,2022,2,1,1,38,5,1,7,1,2,2997.904,21633.143,1896344.32,2
2196,2022,2,1,1,38,5,1,7,2,2,1085.470,5427.350,271367.519,1
2197,2022,2,1,1,38,5,1,9,0,2,737.983,5165.880,673040.342,1
2198,2022,2,1,1,38,5,2,1,1,2,1078.172,7547.205,637199.701,1
2199,2022,2,1,1,38,5,2,3,1,1,3704.072,11112.216,1689056.789,2
2200,2022,2,1,1,38,5,2,3,1,2,3704.072,16668.324,3524424.419,2
2201,2022,2,1,1,38,5,2,3,2,2,728.596,8743.146,1056463.523,1
2202,2022,2,1,1,38,5,2,5,1,2,1852.036,9260.180,1750173.976,1
2203,2022,2,1,1,38,5,2,5,2,2,2247.456,13484.734,1793469.651,1
2204,2022,2,1,1,38,5,2,7,2,3,5278.875,95019.751,10705558.64,1
2205,2022,2,1,1,39,1,1,1,2,2,1763.719,12346.036,0.0,1
2206,2022,2,1,1,39,1,1,3,1,1,1170.919,3512.756,295777.432,2
2207,2022,2,1,1,39,1,1,3,2,2,561.400,2245.600,255437.022,1
2208,2022,2,1,1,39,1,1,5,1,1,1170.919,2389.956,410495.247,2
2209,2022,2,1,1,39,2,1,4,1,1,953.297,1906.594,421357.328,1
2210,2022,2,1,1,39,2,1,5,1,1,561.400,1684.200,102736.209,1
2211,2022,2,1,1,39,2,1,5,1,2,866.581,10398.973,1299871.618,1
2212,2022,2,1,1,39,4,1,1,0,2,1102.325,7716.273,528013.508,1
2213,2022,2,1,1,39,4,1,1,2,2,2373.238,19050.742,972211.034,2
2214,2022,2,1,1,39,4,1,1,2,3,1763.719,31746.950,1151708.796,1
2215,2022,2,1,1,39,4,1,2,2,1,561.400,1684.200,56140.005,1
2216,2022,2,1,1,39,4,1,2,2,3,561.400,7859.601,280700.025,1
2217,2022,2,1,1,39,4,1,3,1,2,3677.863,28552.038,782168.725,4
2218,2022,2,1,1,39,4,1,3,2,2,1122.800,4491.200,28070.002,2
